Time Stamp	Low Noise Accelerometer X	Low Noise Accelerometer Y	Low Noise Accelerometer Z	Gyroscope X	Gyroscope Y	Gyroscope Z	Magnetometer X	Magnetometer Y	Magnetometer Z
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL
milliseconds	m/(s^2)	m/(s^2)	m/(s^2)	degrees/s	degrees/s	degrees/s	local flux	local flux	local flux
353081.1157226563	0.06024096385542169	0.1686746987951807	9.963855421686748	-1.038167938931298	1.66412213740458	-1.435114503816794	0.05545454545454546	-0.1418181818181818	-0.04081632653061225
353100.6469726563	0.07228915662650604	0.108433734939759	10	-0.8396946564885496	1.206106870229008	-1.236641221374046	0.05272727272727273	-0.1363636363636364	-0.03673469387755102
353120.1782226563	0.04819277108433735	0.0963855421686747	9.987951807228916	-1.145038167938931	1.206106870229008	-1.374045801526717	0.06363636363636363	-0.12	-0.0326530612244898
353139.7094726563	0.07228915662650604	0.108433734939759	9.987951807228916	-0.9312977099236641	1.297709923664122	-1.419847328244275	0.04272727272727273	-0.1236363636363636	-0.04081632653061225
353159.2407226563	0.0963855421686747	0.1445783132530121	9.987951807228916	-1.206106870229008	1.709923664122137	-1.236641221374046	0.04363636363636364	-0.1118181818181818	-0.04081632653061225
353178.7719726563	0.07228915662650604	0.108433734939759	10.01204819277108	-1.16030534351145	1.267175572519084	-1.358778625954199	0.04909090909090909	-0.1209090909090909	-0.02857142857142857
353198.3032226563	0.06024096385542169	0.0963855421686747	10	-0.9618320610687022	1.16030534351145	-1.435114503816794	0.05181818181818182	-0.1145454545454546	-0.04183673469387755
353217.8344726563	0.08433734939759037	0.108433734939759	10	-0.8854961832061068	1.419847328244275	-1.221374045801527	0.05	-0.1136363636363636	-0.01938775510204082
353237.3657226563	0.06024096385542169	0.1566265060240964	9.987951807228916	-0.8702290076335878	1.83206106870229	-1.236641221374046	0.04454545454545455	-0.1163636363636364	-0.03061224489795919
353256.8969726563	0.07228915662650604	0.1204819277108434	9.975903614457831	-1.022900763358779	1.618320610687023	-1.022900763358779	0.05545454545454546	-0.1154545454545455	-0.0326530612244898
353276.4282226563	0.03614457831325302	0.08433734939759037	9.987951807228916	-1.16030534351145	1.358778625954199	-1.312977099236641	0.05545454545454546	-0.1154545454545455	-0.03979591836734694
353295.9594726563	0.08433734939759037	0.0963855421686747	10	-1.007633587786259	1.190839694656489	-1.190839694656489	0.04636363636363636	-0.1127272727272727	-0.04591836734693878
353315.4907226563	0.0963855421686747	0.1566265060240964	9.975903614457831	-0.9007633587786259	1.49618320610687	-1.435114503816794	0.05454545454545454	-0.1136363636363636	-0.04183673469387755
353335.0219726563	0.07228915662650604	0.1204819277108434	10	-1.099236641221374	1.511450381679389	-1.236641221374046	0.04090909090909091	-0.1127272727272727	-0.03571428571428572
353354.5532226563	0.07228915662650604	0.0963855421686747	10	-1.022900763358779	1.587786259541985	-1.114503816793893	0.05363636363636364	-0.1190909090909091	-0.04183673469387755
353374.0844726563	0.07228915662650604	0.1204819277108434	10.01204819277108	-1.129770992366412	1.190839694656489	-1.297709923664122	0.04454545454545455	-0.1181818181818182	-0.02244897959183674
353393.6157226563	0.08433734939759037	0.1445783132530121	10.01204819277108	-0.7633587786259541	1.435114503816794	-1.633587786259542	0.05181818181818182	-0.1209090909090909	-0.03061224489795919
353413.1469726563	0.0963855421686747	0.1325301204819277	9.975903614457831	-1.129770992366412	1.66412213740458	-1.282442748091603	0.05545454545454546	-0.1181818181818182	-0.03979591836734694
353432.6782226563	0.04819277108433735	0.07228915662650604	9.975903614457831	-1.068702290076336	1.175572519083969	-1.419847328244275	0.05727272727272727	-0.1254545454545455	-0.04693877551020409
353452.2094726563	0.06024096385542169	0.108433734939759	9.963855421686748	-1.099236641221374	1.038167938931298	-1.267175572519084	0.05909090909090909	-0.1354545454545455	-0.006122448979591837
353471.7407226563	0.07228915662650604	0.1445783132530121	9.975903614457831	-1.190839694656489	1.374045801526717	-1.312977099236641	0.06363636363636363	-0.1436363636363637	-0.02755102040816327
353491.2719726563	0.07228915662650604	0.1566265060240964	9.963855421686748	-0.9770992366412213	1.465648854961832	-1.389312977099237	0.05727272727272727	-0.1354545454545455	-0.0173469387755102
353510.8032226563	0.03614457831325302	0.07228915662650604	9.987951807228916	-1.221374045801527	1.465648854961832	-1.32824427480916	0.06090909090909091	-0.1336363636363636	-0.02653061224489796
353530.3344726563	0.08433734939759037	0.0963855421686747	9.987951807228916	-1.007633587786259	1.175572519083969	-1.32824427480916	0.05363636363636364	-0.1354545454545455	-0.02448979591836735
353549.8657226563	0.08433734939759037	0.1445783132530121	9.987951807228916	-1.206106870229008	1.236641221374046	-1.404580152671756	0.05818181818181818	-0.1427272727272727	-0.02959183673469388
353569.3969726563	0.04819277108433735	0.1325301204819277	9.951807228915664	-0.7175572519083969	1.709923664122137	-1.343511450381679	0.06818181818181818	-0.1363636363636364	-0.0173469387755102
353588.9282226563	0.03614457831325302	0.1445783132530121	9.987951807228916	-0.7938931297709924	1.389312977099237	-1.312977099236641	0.06090909090909091	-0.1436363636363637	-0.0173469387755102
353608.4594726563	0.04819277108433735	0.07228915662650604	10.02409638554217	-0.9618320610687022	1.068702290076336	-1.358778625954199	0.06727272727272728	-0.1381818181818182	-0.0163265306122449
353627.9907226563	0.07228915662650604	0.108433734939759	9.987951807228916	-1.206106870229008	1.358778625954199	-1.511450381679389	0.05909090909090909	-0.1445454545454545	-0.02551020408163265
353647.5219726563	0.08433734939759037	0.1445783132530121	9.975903614457831	-0.9465648854961831	1.511450381679389	-1.450381679389313	0.06181818181818182	-0.1436363636363637	-0.03163265306122449
