4.1505e+05,-19.727,-15.821,6.3192,25.887,3.8594,49.65,-0.61828,-1.08,1.051,0.48918,0.50904,0.50175,0.49982
4.1507e+05,-18.748,-6.3907,4.4715,78.338,-11.721,40.721,-0.54301,-1.0961,1.0508,0.47644,0.52193,0.50607,0.49446
4.1508e+05,-19.022,-6.2632,2.4218,3.0331,-16.587,34.11,-0.44086,-1.0693,1.0455,0.47001,0.52968,0.50523,0.49322
4.151e+05,-20.174,-2.1539,1.3189,82.701,-20.49,36.466,-0.40323,-1.0746,1.0454,0.45838,0.54249,0.50905,0.48627
4.1511e+05,-18.139,2.4499,1.5058,79.275,-24.753,36.33,-0.37097,-1.0904,1.0228,0.44746,0.55503,0.51171,0.47946
4.1513e+05,-13.951,7.1473,1.8115,82.051,-21.58,32.446,-0.33333,-0.98367,1.0407,0.43632,0.56702,0.51435,0.47283
4.1514e+05,-12.448,7.5716,1.1199,78.56,-19.651,39.053,-0.28495,-0.95637,0.98482,0.42478,0.57899,0.51605,0.46694
4.1516e+05,-9.6627,9.7149,1.7716,59.075,-17.307,54.232,-0.22581,-1.0204,0.97294,0.41361,0.59063,0.51509,0.46344
4.1518e+05,-7.0541,10.026,0.10201,46.041,-6.4671,85.31,-0.18817,-0.98311,0.98455,0.40068,0.60286,0.51097,0.4636
4.1519e+05,-6.551,10.085,-0.38635,55.071,4.5993,127.88,-0.16129,-1.0148,0.94491,0.38341,0.61765,0.50419,0.46614
4.1521e+05,-7.0257,11.941,0.13349,32.139,6.3157,170.58,-0.10215,-0.89204,0.96861,0.36516,0.63373,0.49206,0.47214
4.1522e+05,-7.2011,11.727,-0.62944,34.265,1.2563,202.96,-0.037634,-0.96127,0.93983,0.34486,0.65196,0.47641,0.4786
4.1524e+05,-7.8711,10.767,-0.38068,-12.641,2.8183,230.82,0.0053763,-0.88101,0.93501,0.3265,0.66918,0.45459,0.48881
4.1525e+05,-8.3689,7.6033,-1.6221,-34.848,1.3327,249.3,0.13441,-0.80108,0.9639,0.30886,0.68605,0.42857,0.50027
4.1527e+05,-9.0115,2.8882,-0.26605,-52.994,4.1839,265.22,0.16129,-0.78504,0.96406,0.29104,0.70244,0.39904,0.51249
4.1529e+05,-10.181,-0.62356,-0.26467,-15.876,5.2824,267.65,0.24731,-0.62998,0.96561,0.26913,0.71964,0.37082,0.52171
4.153e+05,-11.531,-2.4575,0.07698,23.416,-4.0576,262.66,0.3172,-0.66713,0.93715,0.24407,0.7378,0.34465,0.52659
4.1532e+05,-13.418,-3.5704,5.8181,60.746,-1.3991,253.07,0.37634,-0.52264,0.92736,0.21578,0.75579,0.3216,0.528
4.1533e+05,-19.485,-2.3352,6.7216,41.811,9.3803,199.77,0.47312,-0.4905,0.92206,0.19329,0.76906,0.30256,0.52882
4.1535e+05,-17.848,-1.2167,7.484,-55.393,-43.634,130.06,0.45699,-0.4636,0.90548,0.18806,0.78017,0.28172,0.52594
4.1536e+05,-8.9732,-7.9571,6.2524,-28.877,-20.346,82.747,0.46237,-0.3996,0.92297,0.1818,0.78842,0.26755,0.52322
4.1538e+05,-9.0221,-13.578,8.4969,-15.572,-19.419,5.5677,0.46237,-0.41559,0.91719,0.18006,0.79422,0.2629,0.51737
4.1539e+05,-6.7812,-15.596,6.4991,28.751,-46.561,-82.481,0.44624,-0.38356,0.92313,0.18049,0.79968,0.26998,0.50501
4.1541e+05,-2.7546,-14.268,4.5045,65.114,-47.708,-154.83,0.40323,-0.45825,0.90553,0.18133,0.80297,0.28682,0.49
4.1543e+05,-0.68612,-10.584,2.8512,80.414,-50.43,-226.11,0.34946,-0.52754,0.88237,0.18463,0.80313,0.31212,0.47274
4.1544e+05,0.90805,-7.5633,2.3551,48.13,-31.702,-283.43,0.23118,-0.65553,0.84738,0.19362,0.79763,0.34219,0.45738
4.1546e+05,0.013923,-5.2633,0.73064,20.796,-13.988,-333.55,0.13978,-0.72533,0.87477,0.20717,0.78644,0.3766,0.44359
4.1547e+05,-0.86737,-2.8279,-1.0008,-2.3953,4.9537,-370.24,-0.016129,-0.76799,0.86311,0.22365,0.76961,0.41401,0.43159
4.1549e+05,-1.9968,-2.9175,-1.7118,-85.031,18.189,-397.32,-0.2043,-0.89598,0.82812,0.24876,0.74582,0.44931,0.42426
4.155e+05,-3.1965,-4.7901,-2.2365,-126.95,10.342,-419.27,-0.29032,-0.92818,0.83903,0.27894,0.71747,0.4831,0.41719
4.1552e+05,-4.9672,-4.0357,-3.837,-120.97,-16.243,-420.15,-0.50538,-1.0247,0.86616,0.30958,0.68814,0.51501,0.40667
4.1554e+05,-6.0029,-4.9341,-0.39853,-162.29,-29.537,-422.11,-0.62366,-1.0195,0.88306,0.34376,0.65545,0.54307,0.3966
4.1555e+05,-9.7301,-9.876,4.6955,-203.16,-58.993,-391.14,-0.85484,-1.0736,0.9387,0.38026,0.62267,0.56384,0.387
4.1557e+05,-9.4508,-11.937,5.015,-183.23,-69.18,-338.93,-0.94086,-1.0847,0.98354,0.41185,0.59353,0.57953,0.37716
4.1558e+05,-11.049,-16.811,6.6371,-133.51,-57.393,-263.28,-1.129,-1.0105,1.0517,0.43354,0.5711,0.59189,0.36818
4.156e+05,-6.4117,-16.116,5.1482,17.369,-28.121,-158.84,-1.2903,-0.96813,1.0914,0.43549,0.56371,0.60475,0.35617
4.1561e+05,-1.5908,-15.331,7.0838,62.466,17.73,-50.712,-1.2849,-0.96267,1.0803,0.42487,0.56532,0.61386,0.35081
4.1563e+05,-0.82444,-16.723,5.6077,96.656,50.491,34.386,-1.3495,-1.0267,1.0628,0.40468,0.57414,0.61959,0.35029
